Author,Title,Genre,Subgenre,Act,Speech,Verse,Character,Type,Gender,Text,Syllables,Ambiguous,Nuclei,Assonance,Consonance,Rhythm
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1048,MUNDO,,M,Sólo pido que me quieras,8,0,OoIoeeEa,ea,kjeɾas,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1049,MUNDO,,M,"y pueda ser tu galán,",8,0,iEaEuaA,a,lan,-+-+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1050,MUNDO,,M,ya que no esposo. Aquí están,8,0,AeeOaIA,a,tan,+--+-++
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1051,MUNDO,,M,"joyas de varias maneras,",8,0,OaeaaaEa,ea,neɾas,+-----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1052,MUNDO,,M,deleites y pasatiempos...,8,0,eEeiaaEo,eo,tjempos,-+----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1053,MUNDO,,M,Vida y salud hay aquí.,8,0,IiaUAaI,i,ki,+--++-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1054,MUNDO,,M,"Triste estás; ¡mira por ti,",8,0,IeAIaoI,i,ti,+-++--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,172,1055,MUNDO,,M,goza el fruto de los tiempos!,8,0,OeUoeoEo,eo,tjempos,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,173,1056,ALMA,,F,"Mira, Mundo, que los cielos",8,0,IaUoeoEo,eo,θjelos,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,173,1057,ALMA,,F,dieron valor a mi Esposo,8,0,EoaOaeOo,oo,poso,+--+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,173,1058,ALMA,,F,"y, aunque es tan rubio y hermoso,",8,1,aeEAUeOo,oo,moso,--+++-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,173,1059,ALMA,,F,de ti suele tener celos;,8,0,eiEeeEEo,eo,θelos,--+--++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,174,1060,ALMA y MUNDO,,FM,no te sienta... Recatado,8,0,OeEaeaAo,ao,tado,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,174,1061,MUNDO,,M,"llegué aquí, no me ha sentido;",8,0,eaIOAeIo,io,tido,--+++-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,174,1062,MUNDO,,M,"recibe lo que he traido,",8,0,eIeoeEAo,ao,tɾajdo,-+---++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,174,1063,MUNDO,,M,que es con razón estimado.,8,0,EoaOeiAo,ao,mado,+--+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,175,1064,ALMA,,F,"Dame esos deleites, pues,",8,0,AEoeEeE,e,pwes,++--+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,175,1065,ALMA,,F,y te veré cuando pueda;,8,0,ieeEaoEa,ea,pweda,---+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,176,1066,ALMA y MUNDO,,FM,vuelve después. ¡No me queda,8,0,EeeEOeEa,ea,keda,+--++-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,176,1067,MUNDO,,M,tiempo de volver después:,8,0,EoeoEeE,e,pwes,+---+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,177,1068,MUNDO y ALMA,,MF,dame los brazos! No puedo...,8,0,AeoAoOEo,eo,pwedo,+--+-++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,179,1069,MUNDO y ALMA,,MF,¿Quién te impide? La memoria,8,0,EiIeaeOa,oa,moɾja,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,179,1070,ALMA,,F,de la pena y de la gloria;,8,0,eaEieaOa,oa,gloɾja,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,179,1071,ALMA,,F,a mi Esposo tengo miedo...,8,0,aeOoEoEo,eo,mjedo,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,181,1072,CRISTO y MUNDO,,M,¿Qué gente? ¿Quién es? ¡Yo soy!,8,0,eEeEEoO,o,soy,-+-++-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,182,1073,MUNDO y CRISTO,,M,¿Quién lo pregunta? La Guarda,8,0,EoeUaaAa,aa,gwaɾda,+--+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,183,1074,CRISTO y ALMA,,F,de esta viña. ¡No se tarda,8,0,EaIaOeAa,aa,taɾda,+-+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,184,1075,ALMA y MUNDO,,M,"mi castigo! Ya me voy,",8,0,IaIoAeO,o,boy,+-+-+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,184,1076,MUNDO,,M,pues dejo casi rendida,8,0,eEoAieIa,ia,dida,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1077,MUNDO y CRISTO,,M,"al Alma. Esposa, ¿qué es esto?",8,0,aAeOaEEo,eo,esto,-+-+-++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1078,CRISTO,,M,¿Cómo has dejado tan presto,8,0,OAeAoAEo,eo,pɾesto,++-+-++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1079,CRISTO,,M,la torre donde es la Vida?,8,0,aOeoEaIa,ia,bida,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1080,CRISTO,,M,"¿No estabas segura? Di,",8,0,eAaeUaI,i,di,-+--+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1081,CRISTO,,M,¿cómo del Mundo recibes,8,0,OoeUoeIe,ie,θibes,+--+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1082,CRISTO,,M,joyas y gustos? ¿No vives,8,0,OaiUoOIe,ie,bibes,+--+-++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1083,CRISTO,,M,en la viña bien así?,8,0,eaIaEaI,i,si,--+-+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1084,CRISTO,,M,¿En sus riquezas confías?,8,0,euiEaoIa,ia,fias,---+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1085,CRISTO,,M,¿No ves que son vanidades,8,0,OEeOaiAe,ae,dades,++-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1086,CRISTO,,M,"las pompas y majestades,",8,0,aOaiaeAe,ae,tades,-+----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1087,CRISTO,,M,los placeres y alegrías?,8,1,oaEeaeIa,ia,gɾias,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1088,CRISTO,,M,¿Qué deleite no es la muerte?,8,0,eeEeEaEe,ee,mweɾte,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1089,CRISTO,,M,¿Qué tesoro no es carbón?,8,0,eeOoEaO,o,bon,--+-+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1090,CRISTO,,M,Mira si tengo razón,8,0,IaiEoaO,o,θon,+--+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1091,CRISTO,,M,y en sus dádivas advierte,8,0,euAiaaEe,ee,bjeɾte,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1092,CRISTO,,M,"que éste es el pago del mundo,",8,0,EEeAoeUo,uo,mundo,++-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,185,1093,CRISTO,,M,esta es su vida y tesoro..!,8,0,eEuIieOo,oo,soɾo,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,186,1094,ALMA,,F,"¡Tu poder divino adoro,",8,0,UoEiIaOo,oo,doɾo,+-+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,186,1095,ALMA,,F,Pastor bueno y sin segundo:,8,0,aOEiieUo,uo,gundo,-++---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,186,1096,ALMA,,F,"perdona, que recibí",8,0,eOaeeiI,i,bi,-+----+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,186,1097,ALMA,,F,"ignorantemente, en tanto",8,0,ioAeEeAo,ao,tanto,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,186,1098,ALMA,,F,que en el lagar rico y santo,8,0,eeaAIiAo,ao,santo,---++-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,186,1099,ALMA,,F,me vi apartada de Ti..!,8,0,eAaAaeI,i,ti,-+-+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,187,1100,FE,,X,¡No estará bien perdonada!,8,0,eaAEeoAa,aa,nada,--++--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,187,1101,FE,,X,¡En vano reñir porfía,8,0,eAoeIoIa,ia,fia,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,187,1102,FE,,X,contra mi brazo! ¡Herejía,8,1,oaiAeeIa,ia,xia,---+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,187,1103,FE,,X,"ciega, loca y obstinada:",8,1,EaOioiAa,aa,nada,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,188,1104,FE y HEREJÍA,,XF,ríndete..! ¡No quiero yo!,8,0,IeeOEoO,o,yo,+--++-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,190,1105,FE y HEREJÍA,,XF,¡Haré que te rindas... ¡Baste..!,8,0,aEeeIaAe,ae,baste,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,191,1106,HEREJÍA y FE,,FX,¡Rendida estoy! ...pues entraste,8,0,eIeOeeAe,ae,tɾaste,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,191,1107,FE,,X,"en la viña que plantó,",8,0,eaIaeaO,o,to,--+---+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,191,1108,FE,,X,"con Sangre, el Verbo divino!",8,0,oAeEoiIo,io,bino,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,192,1109,CRISTO,,M,Una prenda he de quitarte.,8,0,UaEEeiAe,ae,taɾte,+-++--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,193,1110,HEREJÍA,,F,¿Qué prenda tengo de darte?,8,0,eEaEoeAe,ae,daɾte,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,194,1111,CRISTO,,M,Tú me has de dar a Agustino.,8,0,UAeAauIo,io,tino,++-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,195,1112,HEREJÍA,,F,A mi pesar le daré.,8,0,aieAeaE,e,ɾe,---+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,196,1113,CRISTO,,M,Por el daño que ha causado,8,0,oeAoAaAo,ao,sado,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,196,1114,CRISTO,,M,"en la viña que hase entrado,",8,0,eaIaAeAo,ao,tɾado,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,196,1115,CRISTO,,M,sáquela fuera la Fe.,8,0,AeaEaaE,e,fe,+--+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,197,1116,VERDAD,,X,"¡Rinde, ciego, a la Verdad",8,0,IeEaaeA,a,dad,+-+---+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,198,1117,VERDAD y JUDAÍSMO,,XM,"tus armas! Rendir no quiero,",8,0,UAaeIOEo,eo,kjeɾo,++--+++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,198,1118,JUDAÍSMO,,M,porque todavía espero,8,1,oeoaIeEo,eo,peɾo,----+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,199,1119,JUDAÍSMO y CRISTO,,M,mi Señor. ¡Qué ceguedad!,8,0,IeOeeeA,a,dad,+-+---+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,199,1120,CRISTO,,M,"Ríndete, que Guarda soy",8,0,IeeeAaO,o,soy,+---+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,199,1121,CRISTO,,M,"de esta viña, y no la ofendas;",8,0,EaIiOoEa,ea,fendas,+-+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,199,1122,CRISTO,,M,y déjame doce prendas.,8,0,iEaeOeEa,ea,pɾendas,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,200,1123,JUDAÍSMO,,M,Doce apóstoles te doy.,8,0,OaOoeeO,o,doy,+-+---+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,201,1124,CRISTO,,M,"Vete, necio; y tú, Verdad,",8,0,EeEiUeA,a,dad,+-+-+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,201,1125,CRISTO,,M,"pues la prenda le has quitado,",8,0,eaEaAiAo,ao,tado,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,201,1126,CRISTO,,M,saca este necio obstinado,8,0,AEeEoiAo,ao,nado,++-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,202,1127,CRISTO y JUDAÍSMO,,M,de aquesta viña. ¡Esperad,8,0,aEaIeeA,a,ɾad,-+-+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,202,1128,JUDAÍSMO,,M,"a que venga mi Mesías,",8,0,aeEaieIa,ia,sias,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,202,1129,JUDAÍSMO,,M,que a fe que me lo paguéis!,8,0,aEeeoaE,e,gejs,-+----+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,203,1130,RAZÓN,,X,"¿Cómo de mí os defendéis,",8,0,OoeOeeE,e,dejs,+--+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,203,1131,RAZÓN,,X,viciosas idolatrías?,8,0,iOaioaIa,ia,tɾias,-+----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,203,1132,RAZÓN,,X,¡Rendid las armas sangrientas,8,0,eIaAaaEa,ea,gɾjentas,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,204,1133,RAZÓN y GENTILIDAD,,X,a la Razón! No podemos;,8,0,aaaOOoEo,eo,demos,---++-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,204,1134,GENTILIDAD,,X,profeta y dioses tenemos.,8,0,oEiOeeEo,eo,nemos,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,205,1135,CRISTO,,M,"¡Acá, ignorante, no mientas",8,0,aioAeOEa,ea,mjentas,---+-++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,205,1136,CRISTO,,M,y al Buen Pastor cuidadoso,8,0,aEaOuaOo,oo,doso,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,206,1137,CRISTO y GENTILIDAD,,MX,te rinde! ¡Rendida estoy!,8,0,eIeeIeO,o,toy,-+--+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,208,1138,CRISTO y GENTILIDAD,,MX,Dame una prenda. Yo doy,8,0,AUaEaoO,o,doy,++-+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,208,1139,GENTILIDAD,,X,cierto número dichoso,8,0,eoUeoiOo,oo,tʃoso,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,208,1140,GENTILIDAD,,X,de once mil vírgenes santas.,8,0,oeIIeeAa,aa,santas,--++--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,209,1141,SECTA,,F,"Prendas te daré infinitas,",8,0,EaeaiiIa,ia,nitas,+-----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,209,1142,SECTA,,F,pues que las fuerzas me quitas.,8,0,eeaEaeIa,ia,kitas,---+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1143,CRISTO,,M,"Esposa, ¿cómo no cantas",8,0,eOaOoOAa,aa,kantas,-+-+-++-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1144,CRISTO,,M,la gala a mi vencimiento?,8,0,aAaieiEo,eo,mjento,-+----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1145,CRISTO,,M,"Si estás bien arrepentida,",8,0,eAEaeeIa,ia,tida,-++---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1146,CRISTO,,M,ya es tiempo de darte Vida,8,0,EEoeAeIa,ia,bida,++--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1147,CRISTO,,M,y el lagar del Sacramento.,8,0,eaAeaaEo,eo,mento,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1148,CRISTO,,M,"Verdad mía: llega ya,",8,0,eAIaEaA,a,ya,-++-+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1149,CRISTO,,M,lágrimas vierte y espera;,8,1,AiaEieEa,ea,peɾa,+--+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1150,CRISTO,,M,verás la Vid verdadera,8,0,eAaIeaEa,ea,deɾa,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,210,1151,CRISTO,,M,que fruto a la viña da.,8,0,eUaaIaA,a,da,-+--+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1152,MÚSICA,,F,Al David segundo,6,0,aaIeUo,uo,gundo,--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1153,MÚSICA,,F,le cante la gala,6,0,eAeaAa,aa,gala,-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1154,MÚSICA,,F,y en su alegre pecho,8,0,ieuaEeEo,eo,petʃo,----+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1155,MÚSICA,,F,lo reciba el Alma,6,0,oeIeAa,aa,alma,--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1156,MÚSICA,,F,A cuatro enemigos,8,1,auAoeeIo,io,migos,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1157,MÚSICA,,F,de la viña santa,6,0,eaIaAa,aa,santa,--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1158,MÚSICA,,F,les cortó los cuellos,6,0,eoOoEo,eo,eʎos,--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1159,MÚSICA,,F,con ley soberana.,6,0,oEoeAa,aa,ɾana,-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1160,MÚSICA,,F,Serafines santos,6,0,eaIeAo,ao,santos,--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1161,MÚSICA,,F,su victoria cantan,6,1,UiOaAa,aa,kantan,+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1162,MÚSICA,,F,y en su alegre pecho,8,0,ieuaEeEo,eo,petʃo,----+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,211,1163,MÚSICA,,F,lo reciba el Alma,6,0,oeIeAa,aa,alma,--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1164,SAN JUAN,,X,"Alma, que estás deseando",8,1,AaeAeeAo,ao,ando,+--+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1165,SAN JUAN,,X,gozar tan rica ventura,8,0,oAAIaeUa,ua,tuɾa,-+++--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1166,SAN JUAN,,X,"de esta viña, que es figura",8,0,EaIaEiUa,ua,guɾa,+-+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1167,SAN JUAN,,X,de la Iglesia: pues llorando,8,0,eiEaeoAo,ao,ɾando,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1168,SAN JUAN,,X,"estás tu culpa, levanta",8,0,eAuUaeAa,aa,banta,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1169,SAN JUAN,,X,"los ojos para que veas,",8,0,oOoaaeEa,ea,beas,-+----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1170,SAN JUAN,,X,"en el lagar que deseas,",8,0,eeaAeeEa,ea,seas,---+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1171,SAN JUAN,,X,la vendimia eterna y santa.,8,0,aeIeEiAa,aa,santa,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1172,SAN JUAN,,X,"La vid, de quien son sarmientos",8,0,aIeeOaEo,eo,mjentos,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1173,SAN JUAN,,X,"las almas con fe y amor,",8,1,aAaoEaO,o,moɾ,-+--+-+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1174,SAN JUAN,,X,hoy descubre su valor,8,0,OeUeuaO,o,loɾ,+-+---+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1175,SAN JUAN,,X,dándote sus sacramentos.,8,0,AoeuaaEo,eo,mentos,+-----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1176,SAN JUAN,,X,La eucaristia y penitencia,8,0,eaIieiEa,ea,tenθja,--+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1177,SAN JUAN,,X,aquí te están aguardando:,8,0,aIeAaaAo,ao,dando,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1178,SAN JUAN,,X,"llega, pues; pero temblando,",8,0,EaeeoeAo,ao,blando,+-----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,212,1179,SAN JUAN,,X,que sólo te dan licencia.,8,0,eOoeAiEa,ea,θenθja,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1180,ALMA,,F,"Verdadera Vid del cielo,",8,0,eaEaIeEo,eo,θjelo,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1181,ALMA,,F,"Águila, Paloma, Oveja,",8,0,AiaaOoEa,ea,bexa,+---+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1182,ALMA,,F,"Camino, Luz y Verdad,",8,0,aIoUieA,a,dad,-+-+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1183,ALMA,,F,"Cordero inocente, Estrella,",8,0,oEioEeEa,ea,tɾeʎa,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1184,ALMA,,F,"Hombre, Gusano, León,",8,0,OeuAoeO,o,on,+--+--+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1185,ALMA,,F,"Camino, Luz, Vida Eterna:",8,0,aIoUIeEa,ea,teɾna,-+-++-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1186,ALMA,,F,¡Dame ya los sacramentos,8,0,AeAoaaEo,eo,mentos,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,213,1187,ALMA,,F,con que enriqueces tu Iglesia!,8,0,oeiEeiEa,ea,glesja,---+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,214,1188,CRISTO,,M,"¡Huye, ciego Judaísmo!",8,0,UeEouaIo,io,ismo,+-+---+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,214,1189,CRISTO,,M,"¡Y tú, Herejía proterva!",8,1,iUeIaoEa,ea,teɾba,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,214,1190,CRISTO,,M,"¡Huye de aquí, vil Mahoma,",8,1,UeaIIaOa,oa,oma,+--++-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,214,1191,CRISTO,,M,que Dios enseña sus fuerzas!,8,0,eOeEauEa,ea,fweɾθas,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,214,1192,CRISTO,,M,"Tú, ciega Gentilidad,",8,0,UEaeiiA,a,dad,++----+
Mira,La guarda cuidadosa,Auto sacramental,ø,0,214,1193,CRISTO,,M,"vuelve alegre, está contenta.",8,0,EaEeAoEa,ea,tenta,+-+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,215,1194,ALMA,,F,"¡Divino Pastor, encubre",8,0,iIoaOeUe,ue,kubɾe,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,215,1195,ALMA,,F,"esos Misterios que muestras,",8,0,EoiEoeEa,ea,mwestɾas,+--+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,216,1196,ALMA y GENTILIDAD,,X,"que me anego! Ésta es, senado,",8,0,eaEeEeAo,ao,nado,--+-+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,216,1197,GENTILIDAD,,X,la Viña y Vid verdadera;,8,0,aIiIeaEa,ea,deɾa,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,216,1198,GENTILIDAD,,X,"y ambos, a quien acompañan",8,0,AoaeaoAa,aa,paɲan,+-----+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,216,1199,GENTILIDAD,,X,"virtud, valor y excelencia.",8,0,iUaOeeEa,ea,lenθja,-+-+--+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,216,1200,GENTILIDAD,,X,"Humilde, el autor os pide",8,0,uIeaOoIe,ie,pide,-+--+-+-
Mira,La guarda cuidadosa,Auto sacramental,ø,0,216,1201,GENTILIDAD,,X,que perdón se les conceda.,8,0,eeOeeoEa,ea,θeda,--+---+-
Mira,La inquisición,Auto sacramental,ø,0,1,1,LEÓN,,X,"Teniéndome a mí mismo,",8,0,eEoeaIIo,io,mismo,-+---++-
Mira,La inquisición,Auto sacramental,ø,0,1,2,LEÓN,,X,"según soberbio estoy, rompí el abismo,",11,0,euoEeOoIaIo,io,bismo,---+-+-+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,3,LEÓN,,X,"estremecí los montes,",7,0,eeeIoOe,oe,montes,---+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,4,LEÓN,,X,y manchando de error los horizontes,11,0,iaAoeOooiOe,oe,θontes,--+--+---+-
Mira,La inquisición,Auto sacramental,ø,0,1,5,LEÓN,,X,saqué la altiva frente,7,0,aEaIaEe,ee,fɾente,-+-+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,6,LEÓN,,X,por las pardas espumas de Occidente.,11,0,oaAaeUaoiEe,ee,dente,--+--+---+-
Mira,La inquisición,Auto sacramental,ø,0,1,7,LEÓN,,X,"Aquí la Noche vive,",7,0,aIaOeIe,ie,bibe,-+-+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,8,LEÓN,,X,"fantástico temor del sol recibe,",11,0,aAioeOeOeIe,ie,θibe,-+---+-+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,9,LEÓN,,X,y en su tiniebla oscura,7,0,euiEoUa,ua,kuɾa,---+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,10,LEÓN,,X,antípoda a la luz hermosa y pura,11,0,aIoaaUeOiUa,ua,puɾa,-+---+-+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,11,LEÓN,,X,preside el hemisferio,7,1,eIeeeiEo,eio,feio,-+----+-
Mira,La inquisición,Auto sacramental,ø,0,1,12,LEÓN,,X,"la mitad del vivir, llamarla quiero.",11,0,aiAeiIaAaEo,eo,kjeɾo,--+--+-+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,13,LEÓN,,X,"¡Oh Noche, opuesta al día,",7,1,OOoEaIa,ia,dia,++-+-+-
Mira,La inquisición,Auto sacramental,ø,0,1,14,LEÓN,,X,"símbolo de la culpa, imagen mía,",11,0,IooeaUiAeA,a,mja,+----+-+-+
