Autor,Pieza,Gen,Subg,Jornada,Parlamento,Verso,Personaje,Tipo,Sexo,Texto,Slbs,Ambiguo,NuclVoc,Rima,Consonancia,Ritmo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,470,JASÓN,,X,de las aves y los peces.,8,0,eaAeoEe,ee,peθes,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,471,HÉRCULES,,X,"Pues, si tres los ofendidos",8,0,eiEooeIo,io,didos,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,472,HÉRCULES,,X,somos y tres partes tiene,8,0,OoEAeEe,ee,tjene,+-++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,473,HÉRCULES,,X,"el mundo, en este caballo",8,0,eUeEeaAo,ao,baʎo,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,474,HÉRCULES,,X,tú corre el Asia y tú en ese,8,0,UOeAUEe,ee,ese,++-+++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,475,HÉRCULES,,X,hipogrifo de las ondas,8,0,ioIoeaOa,oa,ondas,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,476,HÉRCULES,,X,"pasa a Europa, que mi suerte",8,0,AeOaeiEe,ee,sweɾte,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,477,HÉRCULES,,X,dice por ciertas noticias,8,0,IeoeaoIa,ia,tiθjas,+-----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,478,HÉRCULES,,X,que yo en África me quede.,8,1,eeAiaeEe,ee,kede,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,479,HÉRCULES,,X,"Ni ignorado seno el mar,",8,0,ioAoEeA,a,maɾ,--+-+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,480,HÉRCULES,,X,ni seno ignorado deje,8,0,iEioAoEe,ee,dexe,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,481,HÉRCULES,,X,la tierra que no registren,8,0,aEaeOeIe,ie,xistɾen,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,61,482,HÉRCULES,,X,nuestros ánimos valientes.,8,0,EoAioaEe,ee,ljentes,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,62,483,TESEO,,M,"Esa palabra te doy,",8,0,EaaAaeO,o,doj,+--+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,62,484,TESEO,,M,como me des solamente,8,0,ooeEOaEe,ee,mente,---++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,485,TESEO y JASÓN,,MX,de plazo un año. Yo el mismo,8,1,eAUAoeIo,io,mismo,-+++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,486,JASÓN,,X,pido y desde aquí promete,8,0,IeaIoEe,ee,mete,+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,487,JASÓN,,X,mi valor dentro de un año,8,0,IaOEoUAo,ao,aɲo,+-++-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,488,JASÓN,,X,volver a este sitio a verte,8,0,oEEeIaEe,ee,beɾte,-++-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,489,JASÓN,,X,y desto Hércules te doy,8,0,EEueeO,o,doj,++---+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,63,490,JASÓN,,X,mano y palabra mil veces.,8,0,AaAaIEe,ee,beθes,+-+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,65,491,TESEO y HÉRCULES,,MX,Yo también. Yo las aceto.,8,0,oaEoaaEo,eo,θeto,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,66,492,JASÓN,,X,Felice aquel que trujere,8,0,eIaeeuEe,ee,xeɾe,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,66,493,JASÓN,,X,mejor suceso a tus ojos.,8,0,eOuEauOo,oo,oxos,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,67,494,TESEO,,M,Pues más mi valor no espere.,8,0,eAiaOeEe,ee,peɾe,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,68,495,JASÓN,,X,No espere más mi osadía.,8,1,eEeAoaIa,ia,dia,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,69,496,TESEO,,M,"Équite ingenioso, enfrene",8,0,EiieOeEe,ee,fɾene,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,69,497,TESEO,,M,tu disciplina ese rayo.,8,1,UiiIEeAo,ao,rajo,+--++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,70,498,JASÓN,,X,"Argos invencible, quiebre",8,0,AoieIeEe,ee,kjebɾe,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,70,499,JASÓN,,X,al mar la espuma ese asombro.,8,0,aAeUEaOo,oo,sombɾo,-+-++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,71,500,TESEO,,M,"Pensando que corra, vuele",8,0,eAoeOaEe,ee,bwele,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,501,TESEO y JASÓN,,MX,domado el céfiro. El vidro,8,0,oAeEieIo,io,bidɾo,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,502,JASÓN,,X,"salobre, ese monstruo leve",8,0,aOEeOoEe,ee,lebe,-++-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,503,JASÓN,,X,o con la quilla le rice,8,0,ooaIaeIe,ie,riθe,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,72,504,JASÓN,,X,o con el buco le encrespe.,8,0,ooeUoeEe,ee,kɾespe,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,73,505,LOS DOS,,M,Júpiter quede contigo.,8,0,UieEeoIo,io,tigo,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,74,506,HÉRCULES,,X,Júpiter con bien os lleve.,8,0,UieoEoEe,ee,ʎebe,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,507,NOCHE,,X,Esta división que han hecho,8,0,EaiiOAEo,eo,etʃo,+---+++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,508,NOCHE,,X,estos tres héroes valientes,8,0,EoEEeaEe,ee,ljentes,+-++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,509,NOCHE,,X,"de las tres partes del mundo,",8,0,eaEAeeUo,uo,mundo,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,510,NOCHE,,X,adonde a los tres suceden,8,0,aoaoEuEe,ee,θeden,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,511,NOCHE,,X,"tres maravillas, en tres",8,0,EaaIaeE,e,tɾes,+--+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,512,NOCHE,,X,teatros por tres diferentes,8,0,AooEieEe,ee,ɾentes,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,513,NOCHE,,X,autores son la comedia,8,0,aOeOaoEa,ea,medja,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,514,NOCHE,,X,que aquesta noche ha de verse.,8,0,aeaOAeEe,ee,beɾse,---++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,515,NOCHE,,X,"Un corto ingenio la ha escrito,",8,0,UOiEoeIo,io,kɾito,++-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,516,NOCHE,,X,si bien por disculpa tiene,8,0,iEoiUaEe,ee,tjene,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,517,NOCHE,,X,"sus mismos errores, pues",8,0,UIoeOeE,e,pwes,++--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,518,NOCHE,,X,con lo que yerra obedece;,8,1,ooeEoeEe,ee,deθe,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,519,NOCHE,,X,"y, pues a la novedad",8,0,eaaoeA,a,dad,-----+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,520,NOCHE,,X,"algún aplauso se debe,",8,0,auaAoeEe,ee,debe,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,521,NOCHE,,X,"pedidle las dos, pues sois",8,0,eIeaOeO,o,sojs,-+--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,522,NOCHE,,X,a quien festejar compete,8,0,aeeeAoEe,ee,pete,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,523,NOCHE,,X,en Retiros y jardines,8,0,eeIoaIe,ie,dines,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,75,524,NOCHE,,X,tanto generoso huésped.,8,0,AoeeOoEe,ee,wesped,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,76,525,PALES,,X,Cuarto planeta de España...,8,0,AoaEaeAa,aa,paɲa,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,77,526,FLORA,,F,De Francia divina fénix...,8,0,eAaiIaEi,ei,feniks,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,78,527,PALES,,X,"...cuya luz no acaba nunca,...",8,1,uaUaAaUa,ua,nunka,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,79,528,FLORA,,F,"...cuya edad anima siempre,...",8,1,ueAaIaEe,ee,sjempɾe,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,81,529,PALES y FLORA,,XF,...bello Baltasar... ...hermosa,8,0,EoaaAeOa,oa,mosa,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,82,530,FLORA y PALES,,FX,Ana Antonia... ...en cuyo oriente...,8,1,AaOeuoEe,ee,ɾjente,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,84,531,FLORA y PALES,,FX,...en cuya infancia... ...las dichas,8,1,euiAaaIa,ia,ditʃas,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,85,532,PALES y FLORA,,XF,"asisten,... ...los hados reinen,...",8,0,aIeoAoEe,ee,rejnen,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,86,533,PALES,,X,...aquesta fiesta os presenta,8,0,aeaEoeEa,ea,senta,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,86,534,PALES,,X,quien más serviros pretende.,8,0,eAeIoeEe,ee,tende,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,535,FLORA,,F,no habré menester decir,8,0,aEeeEeI,i,θiɾ,-+--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,536,FLORA,,F,"quién es, pues que ya se entiende",8,1,EEeeAeEe,ee,tjende,++--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,537,FLORA,,F,que es la Nise laureada,8,1,EaIeaeAa,aa,ada,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,87,538,FLORA,,F,de virtudes excelente.,8,0,eiUeeeEe,ee,lente,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,88,539,PALES,,X,"Por ella el perdón merezca,",8,0,oeeeOeEa,ea,ɾeθka,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,88,540,PALES,,X,pues por sí no le merece,8,0,eoIOeeEe,ee,ɾeθe,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,89,541,FLORA,,F,para que el prólogo acabe,8,0,aaeOoaAe,ae,kabe,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,89,542,FLORA,,F,donde la comedia empiece.,8,0,oeaoEeEe,ee,pjeθe,----+-+-
